target	text	textid
Paul	These only [are my] fellowworkers unto the kingdom of God, which have been a comfort unto me.	347
Paul	Epaphras, who is [one] of you, a servant of Christ, saluteth you, always labouring fervently for you in prayers, that ye may stand perfect and complete in all the will of God.	348
Paul	For I bear him record, that he hath a great zeal for you, and them [that are] in Laodicea, and them in Hierapolis.	349
Paul	Luke, the beloved physician, and Demas, greet you.	350
Paul	Salute the brethren which are in Laodicea, and Nymphas, and the church which is in his house.	351
Paul	And when this epistle is read among you, cause that it be read also in the church of the Laodiceans; and that ye likewise read the [epistle] from Laodicea.	352
Paul	And say to Archippus, Take heed to the ministry which thou hast received in the Lord, that thou fulfil it.	353
Paul	The salutation by the hand of me Paul.	354
Paul	Remember my bonds.	355
Paul	Grace [be] with you.	356
Paul	Paul, and Silvanus, and Timotheus, unto the church of the Thessalonians in God our Father and the Lord Jesus Christ:	357
Paul	Grace unto you, and peace, from God our Father and the Lord Jesus Christ.	358
Paul	We are bound to thank God always for you, brethren, as it is meet, because that your faith groweth exceedingly, and the charity of every one of you all toward each other aboundeth;	359
Paul	So that we ourselves glory in you in the churches of God for your patience and faith in all your persecutions and tribulations that ye endure:	360
Paul	[Which is] a manifest token of the righteous judgment of God, that ye may be counted worthy of the kingdom of God, for which ye also suffer:	361
Paul	Seeing [it is] a righteous thing with God to recompense tribulation to them that trouble you;	362
Paul	And to you who are troubled rest with us, when the Lord Jesus shall be revealed from heaven with his mighty angels,	363
Paul	In flaming fire taking vengeance on them that know not God, and that obey not the gospel of our Lord Jesus Christ:	364
Paul	Who shall be punished with everlasting destruction from the presence of the Lord, and from the glory of his power;	365
Paul	When he shall come to be glorified in his saints, and to be admired in all them that believe (because our testimony among you was believed) in that day.	366
Paul	Wherefore also we pray always for you, that our God would count you worthy of [this] calling, and fulfil all the good pleasure of [his] goodness, and the work of faith with power:	367
Paul	That the name of our Lord Jesus Christ may be glorified in you, and ye in him, according to the grace of our God and the Lord Jesus Christ.	368
Paul	Now we beseech you, brethren, by the coming of our Lord Jesus Christ, and [by] our gathering together unto him,	369
Paul	That ye be not soon shaken in mind, or be troubled, neither by spirit, nor by word, nor by letter as from us, as that the day of Christ is at hand.	370
Paul	Let no man deceive you by any means: for [that day shall not come], except there come a falling away first, and that man of sin be revealed, the son of perdition;	371
Paul	Who opposeth and exalteth himself above all that is called God, or that is worshipped; so that he as God sitteth in the temple of God, shewing himself that he is God.	372
Paul	Remember ye not, that, when I was yet with you, I told you these things?	373
Paul	And now ye know what withholdeth that he might be revealed in his time.	374
Paul	For the mystery of iniquity doth already work: only he who now letteth [will let], until he be taken out of the way.	375
Paul	And then shall that Wicked be revealed, whom the Lord shall consume with the spirit of his mouth, and shall destroy with the brightness of his coming:	376
Paul	[Even him], whose coming is after the working of Satan with all power and signs and lying wonders,	377
Paul	And with all deceivableness of unrighteousness in them that perish; because they received not the love of the truth, that they might be saved.	378
Paul	And for this cause God shall send them strong delusion, that they should believe a lie:	379
Paul	That they all might be damned who believed not the truth, but had pleasure in unrighteousness.	380
Paul	But we are bound to give thanks alway to God for you, brethren beloved of the Lord, because God hath from the beginning chosen you to salvation through sanctification of the Spirit and belief of the truth:	381
Paul	Whereunto he called you by our gospel, to the obtaining of the glory of our Lord Jesus Christ.	382
Paul	Therefore, brethren, stand fast, and hold the traditions which ye have been taught, whether by word, or our epistle.	383
Paul	Now our Lord Jesus Christ himself, and God, even our Father, which hath loved us, and hath given [us] everlasting consolation and good hope through grace,	384
Paul	Comfort your hearts, and stablish you in every good word and work.	385
Paul	Finally, brethren, pray for us, that the word of the Lord may have [free] course, and be glorified, even as [it is] with you:	386
Paul	And that we may be delivered from unreasonable and wicked men: for all [men] have not faith.	387
Paul	But the Lord is faithful, who shall stablish you, and keep [you] from evil.	388
Paul	And we have confidence in the Lord touching you, that ye both do and will do the things which we command you.	389
Paul	And the Lord direct your hearts into the love of God, and into the patient waiting for Christ.	390
Paul	Now we command you, brethren, in the name of our Lord Jesus Christ, that ye withdraw yourselves from every brother that walketh disorderly, and not after the tradition which he received of us.	391
Paul	For yourselves know how ye ought to follow us: for we behaved not ourselves disorderly among you;	392
Paul	Neither did we eat any man’s bread for nought; but wrought with labour and travail night and day, that we might not be chargeable to any of you:	393
Paul	Not because we have not power, but to make ourselves an ensample unto you to follow us.	394
Paul	For even when we were with you, this we commanded you, that if any would not work, neither should he eat.	395
Paul	For we hear that there are some which walk among you disorderly, working not at all, but are busybodies.	396
